Station ID,Lat,Lng
45703,51.983000000000004,177.55
45710,51.9667,177.5333
45705,51.65,178.666
26642,67.736139,-164.5635
26426,61.0667,-149.9
25367,55.579221999999994,-133.076
25367,55.5833,-133.0833
25509,57.75,-152.5167
25501,57.74979200000001,-152.493944
24278,57.75,-152.4938889
27511,71.583,-152.167
26503,64.9,-154.666
26616,66.88480600000001,-162.598139
26614,65.9,-154.666
26602,64.939528,-161.154278
27408,70.330667,-149.598056
26427,60.0333,-147.9
25360,56.4667,-133.1
25326,56.05,-132.7667
25327,56.3833,-134.65
26428,65.5833,-148.4833
27512,70.917,-153.25
26524,64.987944,-150.647583
26505,65.0,-150.65
26448,61.5333,-149.2333
26433,61.5664,-149.2542
26432,61.6167,-149.1
26434,61.6167,-149.2167
26431,61.65,-149.2
26477,61.4333,-142.9
46404,61.43706083,-142.9037372
46404,61.4333,-142.9333
26510,62.952783,-155.607047
26429,63.7167,-148.9667
26489,63.732597,-148.910639
26489,63.733000000000004,-148.917
26622,60.372389,-166.270194
26622,60.3667,-166.2667
26554,61.2667,-153.8
25377,55.13104528,-131.5780675
25402,59.449943999999995,-146.307242
4739,59.45,-146.30722219999998
26512,63.885971999999995,-152.30183300000002
26543,63.8833,-152.2833
26620,64.69818194,-162.0572992
26603,64.72,-162.08
26621,62.09536222,-163.6820594
26635,62.094778000000005,-163.682861
46402,62.40184611,-142.99546809999998
25503,58.67649399999999,-156.64869199999998
26435,64.547331,-149.073975
26404,64.55,-149.0833
25626,52.941556000000006,-168.849028
25605,52.94155556,-168.84902780000002
26648,67.561167,-162.980417
26617,64.512556,-165.444389
26436,60.766999999999996,-147.8
26632,63.317,-168.967
26412,62.961167,-141.92808300000002
26606,65.533,-164.2
27515,70.20983299999999,-151.006472
26605,60.0,-166.0
26525,60.98065528,-159.993685
25702,51.55,-178.8
26540,66.45,-150.583
26544,66.45,-150.5833
27403,70.5,-149.88299999999998
26430,61.5333,-149.0833
25331,61.594917,-149.088722
25627,54.4667,-162.7
26484,63.024581000000005,-145.50055
26484,63.033,-145.5
27507,70.808,-158.254
25329,56.801472,-132.946222
25514,57.580381,-157.571958
25613,59.01151806,-161.81941569999998
25604,59.01783100000001,-161.827192
25340,58.1667,-135.5
26601,68.35,-166.7833
26623,68.35,-166.8
26624,69.732875,-163.0053417
26638,69.732889,-163.005333
27301,70.403,-148.679
25330,58.4167,-134.95
26612,65.25,-166.35
26459,65.1167,-147.4833
25375,56.24684222,-134.6481539
25348,56.25,-134.65
25375,56.25,-134.65
26546,60.2,-154.3
26546,60.2,-154.3
26546,60.2,-154.3
26562,60.2,-154.3
26639,65.253456,-166.857628
25508,56.9591,-158.633361
25504,56.95,-158.65
25625,56.005986,-160.560792
26492,60.783,-148.85
26437,60.85,-148.983
26538,66.81405600000001,-150.64361100000002
26545,66.8167,-150.65
27405,70.25,-148.3333
26526,62.1,-152.75
25332,57.6,-136.15
26532,62.15,-153.15
26649,68.032111,-162.899194
26655,68.032111,-162.899194
26649,68.0333,-162.9
25606,53.5167,-167.9167
26561,64.727214,-155.469889
26654,61.774892,-161.3194
26647,62.060832999999995,-163.30183300000002
25617,55.31369399999999,-160.52141699999999
26704,63.686278,-170.493167
25618,54.4167,-164.75
25703,52.383,-172.416
26558,66.600139,-159.98575
25516,59.443906000000005,-151.705042
13738,59.435277799999994,-151.70777780000003
45707,51.916000000000004,179.583
26438,60.11666667,-149.45
26438,60.130081000000004,-149.416844
14788,60.1269444,-149.41888889999998
26439,61.81128100000001,-147.509053
45715,52.712258,174.113589
26625,66.249583,-166.089361
26513,66.88807800000001,-157.162403
25341,58.1667,-135.25
25379,57.0575,-135.3267
25334,57.05,-135.3333
25307,57.05,-135.35
25333,57.04683299999999,-135.361069
25517,56.55,-154.13299999999998
25335,59.460060999999996,-135.315664
25303,59.45,-135.3167
26514,61.966114000000005,-151.195392
94735,61.676944400000004,-151.38666669999998
26486,62.72461194,-143.9205144
26486,62.7,-143.9833
26553,61.7005,-157.165861
26485,62.033,-142.667
26485,62.033,-142.667
26559,60.475139,-151.039639
24014,60.4755556,-151.0341667
26629,64.5833,-164.4
25510,58.70208333,-157.0025833
26534,61.097114000000005,-155.57480800000002
25628,56.577360999999996,-169.663722
26701,60.35,-172.7
25711,57.1575,-170.2119
25705,57.1333,-170.2667
25712,57.1167,-170.2667
25713,57.166306000000006,-170.222556
26449,66.01706111,-149.0543694
26527,61.78975,-156.5885278
26414,63.331039000000004,-149.128836
26550,61.42100000000001,-150.59799999999998
26452,61.73141639,-148.9277606
14857,61.90138889999999,-147.30444440000002
26483,61.90138889999999,-147.30444440000002
26528,62.321360999999996,-150.092722
26440,63.37436722,-143.3355739
26405,63.37436722,-143.3355739
25714,51.75,-178.0333
26531,60.2167,-154.3667
26529,65.174389,-152.108111
26504,65.2,-152.2
26536,62.894907999999994,-155.978039
26607,65.24038900000001,-166.33938899999998
26626,65.2667,-166.35
25336,57.77965833,-135.2184439
26634,65.564025,-167.922519
25629,59.05355600000001,-160.396778
26653,60.541332999999995,-165.08719399999998
26476,68.6333,-149.5667
25337,54.8,-130.9333
26508,69.371114,-152.134983
26537,69.3667,-152.1333
26506,69.3667,-152.1333
25610,53.367,-167.9
25621,53.367,-167.9
25602,53.3833,-167.9
26627,63.8885,-160.799111
26608,63.9,-160.7833
25614,53.89894399999999,-166.545028
25611,53.8833,-166.5333
25616,53.8833,-166.5333
25620,53.9,-166.5333
25608,53.9667,-166.1667
25619,53.9667,-166.1167
26441,64.8564,-147.8619
26535,65.992772,-153.703489
26442,61.13333333,-146.35
26479,61.13421700000001,-146.244761
25368,55.0667,-133.0667
27503,70.638,-159.99475
27508,70.6133333,-159.8602778
26618,65.622586,-168.09493899999998
26609,65.6167,-168.05
26443,61.571658,-149.540294
26443,42.35119444,-86.25563889
26630,64.689194,-163.41275
26444,60.777168999999994,-148.719653
26488,60.7667,-148.6833
26444,60.78,-148.73
26560,61.754189000000004,-150.051739
26560,61.75,-150.05
26511,67.40457333,-150.12274169999998
25338,56.48433299999999,-132.369833
26445,60.08333333,-142.5
25339,59.503322,-139.660269
93826,30.4,-87.6
93826,30.4,-87.633
53864,33.1833,-86.7833
53864,33.177778,-86.783222
63880,34.22911111,-86.25575
63833,32.91475,-85.962944
53843,31.30875,-86.39377778
13871,33.588167,-85.858111
93865,33.65,-85.8333
3892,32.615119,-85.434014
93211,30.38908722,-87.6352625
53816,57.53508333,-153.97666669999998
13818,33.5833,-86.75
3883,33.4667,-86.8333
93869,33.5333,-86.8333
13876,33.563889,-86.752306
53864,33.17888889,-86.78222222
3837,34.2,-86.1667
3881,32.9,-87.25
63891,32.85048333,-86.61143611
13826,34.65,-87.333
63839,34.26869444,-86.85802778
53852,34.654056,-86.945361
13839,31.321028000000002,-85.449472
63872,31.951306,-85.128917
53820,31.415,-87.043361
13885,31.416999999999998,-87.03299999999999
63869,30.4605,-87.87702778
63870,31.04247361,-86.31156111
93872,34.8,-87.65
63847,34.47369444,-85.72138889
3850,31.275667,-85.71333299999999
53861,31.35583333,-85.75116667
63857,34.285,-85.9622
3896,33.97265,-86.089083
63893,32.68147222,-87.66208333
63874,31.845694,-86.61075
63885,30.289639,-87.671778
3886,34.65,-86.7667
63804,34.85,-86.55
63804,34.859361,-86.557528
3856,34.637194,-86.775056
63883,34.678656,-86.684783
3830,34.6833,-86.5833
93855,30.7,-88.0333
13838,30.626778,-88.068083
13894,30.691416999999998,-88.24283299999999
13821,32.382944,-86.365778
93856,32.3833,-86.3
53809,32.3,-86.4
13895,32.300639000000004,-86.39397199999999
13896,34.745306,-87.610222
63873,31.355721999999997,-85.651675
53815,34.6,-86.6167
63895,34.44507778,-87.71162361
63896,34.68871111,-86.005925
63858,32.4567,-87.2422
13850,32.343947,-86.987806
73803,33.569506,-86.051203
3878,31.86,-86.013889
93806,33.220628000000005,-87.611403
93941,35.7525,-91.6311
53934,35.726222,-91.647444
23904,35.82,-91.7811
93925,36.3667,-94.2
53869,35.940417,-89.83080600000001
13814,35.964333,-89.94394399999999
93927,33.622806,-92.763389
53925,34.047,-94.399361
93992,33.221239000000004,-92.81175
53922,36.281578,-94.307767
93993,36.005083,-94.170056
3918,36.290889,-92.59025
3926,35.1667,-94.2
3926,35.3667,-94.4
93946,35.3667,-94.4
13964,35.336583000000005,-94.36744399999999
13971,36.261528000000006,-93.15472199999999
3962,34.478028,-93.096222
3953,35.831722,-90.646417
93930,34.75,-92.2667
3930,34.917511,-92.145
13963,34.729444,-92.224778
53996,34.545389,-94.202639
53919,33.638556,-91.751
93952,33.6385525,-91.75101833
53921,34.52908111,-93.52942417
53918,36.368942,-92.470528
93907,35.63772222,-91.17638889
13917,35.633,-91.17
3952,34.835,-92.25944444
93988,34.174514,-91.935606
53954,36.372417,-94.106972
53920,35.259283,-93.09262199999999
53985,35.210611,-91.737539
53955,36.191860999999996,-94.49
3973,36.176389,-94.11925
13925,34.599478000000005,-91.575
13977,33.453708,-93.991019
93991,36.124664,-90.9251
53959,35.135056,-90.234444
93105,33.433,-112.367
23101,32.45288889,-112.8614167
93147,35.23,-112.55
93148,31.9667,-110.2833
53135,35.154610999999996,-114.55933300000001
3194,32.954889,-111.766833
23104,33.307833,-111.655472
53128,33.269110999999995,-111.81111100000001
53129,36.959944,-113.01388899999999
23140,32.93594444,-111.42652779999999
93026,31.468944,-109.60375
53132,31.5908,-110.5086
23166,35.2,-111.67
3103,35.140316999999996,-111.669242
3124,31.588471999999996,-110.34438899999999
3188,31.58333333,-110.33333329999999
93028,33.81060833,-109.98574359999999
3148,32.88754667,-112.719885
53176,32.96016944,-112.6736375
23168,32.4333,-112.6833
53126,33.526917,-112.29513899999999
3195,35.952360999999996,-112.14697199999999
93162,34.941,-110.046
3193,36.71491667,-110.2319722
93167,35.259471999999995,-113.938056
3199,32.0,-112.0
3185,33.460833,-111.728333
93029,35.1333,-109.5333
3196,31.417721999999998,-110.847889
3162,36.926083,-111.448361
93139,34.256836,-111.339256
93140,33.45,-112.08
3149,33.4333,-112.3667
23183,33.434278000000006,-112.011583
23111,33.534978,-112.383178
3186,33.423278,-112.37536100000001
3184,33.688306,-112.08255600000001
93181,36.03,-114.2
23184,34.654833,-112.41922199999999
93084,32.853333,-109.63508300000001
3192,33.622889,-111.910528
3101,34.265471999999995,-110.00566699999999
93038,34.12941667,-109.3108611
93027,34.518556,-109.37875
93190,31.72,-110.07
3150,34.78,-114.42
53131,32.2394,-111.1697
23113,32.509833,-111.325333
23160,32.116069,-110.941014
23113,32.409556,-111.21838899999999
23193,32.18,-110.92
23109,32.166364,-110.883172
23193,32.1665,-110.88316670000002
93192,35.25,-112.18
3029,35.652056,-109.06738899999999
23194,35.021910999999996,-110.722517
93145,32.7333,-114.6167
3145,32.656575,-114.60598600000002
23133,32.67,-114.6
23195,32.65,-114.6
3119,32.849000000000004,-114.399
3125,32.87083333,-114.335
94299,41.482861,-120.565417
24283,40.977833000000004,-124.10847199999999
23278,37.35,-120.6
23224,38.954833,-121.081722
23107,33.35,-118.3167
23191,33.404996999999995,-118.415769
3134,35.28627778,-116.08136110000001
93149,35.2667,-116.0833
23155,35.433861,-119.057667
93150,32.6167,-116.7
93151,34.9,-117.0167
23157,37.373111,-118.363611
23138,37.35,-118.4
23225,39.274972,-120.70975
23158,33.619167,-114.716889
23103,33.6167,-114.75
23150,34.1833,-118.3167
23152,34.200694,-118.358667
93152,34.3,-117.4667
23136,34.21375,-119.094361
23136,34.2167,-119.0833
23197,32.8667,-117.1167
3164,32.6167,-116.4667
93163,32.6167,-116.4667
3177,33.12825,-117.280083
23279,38.0667,-122.2333
93203,39.795389,-121.85841699999999
3179,33.974781,-117.63648300000001
23252,36.1356,-120.3606
23253,36.1333,-120.3667
23254,37.989667,-122.05688899999998
23134,34.1333,-116.0333
23280,39.9333,-122.1667
93224,37.2333,-121.6667
24260,41.7333,-124.2
24286,41.780167,-124.236528
23240,37.40799056,-121.10937609999999
23161,34.853722,-116.786694
53139,36.6019,-117.145
3126,36.4605,-116.87980559999998
24261,40.95,-122.4333
93153,32.8667,-116.6
23226,39.317,-120.333
93191,34.0,-118.1333
3197,34.90855769,-117.88376869999999
23114,34.918033,-117.87905
53144,34.99080778,-117.86312140000001
23163,32.8333,-115.5
3146,32.826633,-115.66856100000001
3165,34.086008,-118.03484399999999
24213,40.803389,-124.112806
23202,38.264536,-121.924131
23250,37.7,-123.0
23210,39.47,-123.75
23256,36.23148611,-95.73915
23148,35.26,-116.68
3182,35.2822222,-116.63083329999999
93217,36.681521999999994,-121.76165300000001
24256,40.553944,-124.132667
53125,36.7333,-119.8
93193,36.776556,-119.718833
23167,36.732110999999996,-119.820333
3166,33.872014,-117.97978300000001
93130,34.1667,-118.3
3187,35.507,-116.458
53119,36.14398694,-95.41774861
53119,36.316722,-119.62766699999999
3167,33.922861,-118.33508300000001
93228,37.658928,-122.12173600000001
93204,36.893347,-121.410275
93161,32.84494444,-115.2685
93103,32.833,-115.266
93218,35.993541,-121.2366625
3144,32.834222,-115.57875
93115,32.566156,-117.113522
93164,36.81637239,-118.20493259999999
23172,33.683,-116.167
3105,33.7498,-116.2744
93194,35.658742,-117.82953300000001
93104,35.685631,-117.691772
93165,32.6333,-116.1833
23209,38.45,-123.1333
53121,31.620258000000003,-91.83429206
93166,35.7167,-118.45
23284,36.2167,-121.1333
53100,32.8333,-117.2667
3180,34.091667,-117.781778
93168,33.5333,-117.7667
3159,34.741056,-118.218639
23110,36.333128,-119.952161
93171,32.8833,-117.0833
23285,37.693389,-121.820361
23242,37.686,-121.706
23286,37.3333,-120.7167
23243,34.66561944,-120.46750279999999
23129,33.817931,-118.15189199999999
53141,33.79,-118.052
93134,34.0167,-118.2833
23145,33.9333,-118.3833
53130,34.259325,-118.41343300000001
23174,33.942496999999996,-118.40805
23124,34.0667,-118.4333
23287,37.063889,-120.86986100000001
93172,33.7333,-116.75
93173,35.6667,-119.85
93135,32.75,-116.7333
93242,36.986508,-120.11263100000001
3181,37.624056,-118.83875
93205,39.097778000000005,-121.569833
23212,39.1,-121.5667
93216,39.1361,-121.436586
23255,39.262056,-123.753778
23288,36.6667,-120.2833
23257,37.28475,-120.51391699999999
93243,37.2381,-120.8825
23203,37.380483,-120.56818600000001
23258,37.625833,-120.95441699999999
3129,35.0429,-118.1667
93108,35.0429,-118.1667
3183,35.058944,-118.15061100000001
93177,38.0,-119.1667
24214,41.73042028,-122.5455783
24259,41.781444,-122.46811100000001
23220,38.5,-123.0
23259,36.586953,-121.84278300000001
23260,36.5833,-121.85
23245,36.6,-121.85
23223,35.3667,-120.0833
23178,32.8833,-116.4167
24215,41.317,-122.31700000000001
93136,34.23333333,-118.06666670000001
23244,37.416142,-122.049131
23261,37.3436,-121.6425
23218,33.9333,-120.1167
23262,37.9333,-122.5833
23263,37.9333,-122.5833
93179,35.4667,-115.5667
23142,34.9833,-117.8667
93227,38.213636,-122.280153
23179,34.766346999999996,-114.623281
3127,34.7667,-114.6167
23230,37.72125,-122.221139
23239,37.78333333,-122.31666670000001
3154,33.301256,-117.355167
53121,33.217978,-117.35150800000001
23115,34.05,-117.6
3102,34.056,-117.60119399999999
23125,33.6667,-117.8667
93210,39.487806,-121.62200000000001
93109,32.6167,-116.9333
93110,34.200806,-119.207222
93138,33.829667,-116.506694
23117,33.8167,-116.5
23182,34.629389,-118.084553
23289,37.461110999999995,-122.11505600000001
23121,34.15,-118.13
23231,35.6122,-120.6553
93209,35.672889,-120.62708300000001
93222,37.5,-122.5
23265,34.5667,-120.6667
23204,34.5833,-120.6333
93182,33.7167,-118.2833
93183,34.15,-119.2
23266,37.5333,-122.5167
93111,34.119275,-119.11958600000001
23267,35.66666667,-121.28333329999998
23268,35.1667,-120.7667
23149,36.029583,-119.062722
23291,38.2,-121.9667
53120,33.039167,-116.91525
53120,31.16819444,-93.34247222
24216,40.150306,-122.25219399999999
24264,57.08882583,-134.83314140000002
24257,40.508972,-122.29338899999999
4222,40.6508,-122.6067
24206,40.5167,-122.3
93195,33.9,-117.25
3106,33.9,-117.25
23119,33.880711,-117.25945
3171,33.951889,-117.44511100000001
23271,38.5556,-121.4169
23232,38.512861,-121.4933
93225,38.695444,-121.590778
23206,38.555310999999996,-121.297211
23208,38.667639,-121.40061100000001
23207,36.6667,-121.6167
23233,36.662786,-121.60636699999999
93118,33.21666667,-115.86666670000001
23164,33.241431,-115.9525
23122,34.095361,-117.234889
93231,37.511860999999996,-122.249531
93117,33.022744,-118.58849199999999
53124,32.7167,-117.1667
3178,32.572278000000004,-116.980167
93112,32.698197,-117.21311100000001
23188,32.733556,-117.18966699999999
23144,32.7333,-117.1667
93107,32.868528000000005,-117.14318899999999
3131,32.815721999999994,-117.139556
3190,32.8333,-117.1167
3172,32.826221999999994,-116.972444
23281,37.8,-122.4667
23151,37.8,-122.4667
23234,37.618806,-122.375417
23234,37.61897222,-122.3748889
23272,37.766999999999996,-122.43299999999999
23292,37.7833,-122.3167
93232,37.332861,-121.819806
23293,37.362994,-121.928619
93233,35.2833,-120.6667
23247,35.3,-120.6667
23222,35.6,-120.65
93206,35.237278,-120.64261100000002
23296,34.05,-120.35
23137,33.2333,-119.45
93116,33.238861,-119.45701100000001
93196,33.25,-119.8
3158,33.2667,-119.5333
23294,37.9833,-122.35
93113,33.75,-118.25
93213,38.05,-122.5
23216,35.5667,-121.1167
23187,34.75,-118.73333329999998
93119,33.416,-115.833
93184,33.675667,-117.868222
23190,34.426194,-119.8415
3173,34.06055833,-119.91513
23295,35.4,-120.6
23273,34.899944,-120.458083
93197,34.015822,-118.451306
3130,34.0167,-118.45
23213,38.509694,-122.81288899999998
93244,34.606817,-120.07555
93185,33.7167,-117.5333
23297,39.4667,-120.4167
93186,34.4,-118.55
23102,35.507475,-119.19213300000001
3142,35.9667,-116.2833
3138,35.9667,-116.2667
93230,38.893889,-119.995333
23214,37.9,-121.2333
23237,37.894411,-121.238739
3176,36.33333333,-117.1
24258,40.375694,-120.572694
93188,35.134994,-118.4393
23127,35.1349,-118.4391
3108,35.0233,-118.7497
3104,33.626667,-116.159653
23132,33.6333,-116.1667
93120,33.633,-116.167
3122,33.803383000000004,-118.33960800000001
3174,33.8,-118.3333
23299,37.7667,-121.5333
93212,39.33,-120.18
3189,34.131583,-115.945806
93121,34.296167,-116.162167
23275,39.125944,-123.200861
23215,37.35,-122.3667
3155,34.3,-118.4833
93241,38.378221999999994,-121.96119399999999
23276,38.2167,-122.2833
23217,38.0,-122.3333
23130,34.209806,-118.489972
93221,34.5833,-120.6333
93223,34.7167,-120.5667
93219,34.55,-120.617
93220,34.65,-120.56666670000001
93214,34.737336,-120.58431399999999
23131,34.597453,-117.382997
93144,36.318639000000005,-119.39286100000001
23249,36.9333,-121.7833
23277,36.935722,-121.789639
24265,40.3,-121.0
93202,38.5167,-121.9667
24015,40.175639000000004,-103.22202800000001
94092,40.155,-103.1417
23061,37.435125,-105.867875
93073,39.221889000000004,-106.868222
94075,40.0353,-105.5408
94018,40.0167,-105.2833
3064,38.814194,-106.12061100000001
3026,39.242511,-102.28537800000001
93014,39.0333,-104.2833
93036,39.4333,-106.15
93001,38.4333,-105.1167
93065,38.973333000000004,-104.82
93037,38.805814,-104.700775
3038,39.7833,-106.25
93069,37.303000000000004,-108.62806699999999
3061,37.306940000000004,-108.62638999999999
24046,40.495222,-107.521667
24046,40.5,-107.51666670000002
93015,37.7167,-104.5333
93048,39.6167,-104.05
23036,39.701767,-104.751961
93032,39.701767,-104.751961
3017,39.861667,-104.673167
23062,39.7675,-104.86944440000002
93068,39.908806,-105.117194
93067,39.570128000000004,-104.849306
93002,39.75,-104.9833
3018,39.784194,-104.537639
3005,39.6261,-106.0353
94082,40.2447,-108.9678
93003,38.9333,-105.15
24071,40.7167,-104.85
93004,37.20317833,-107.8691953
93005,37.151528000000006,-107.753778
23063,39.642761,-106.91593600000002
93017,39.9,-105.65
93018,39.2167,-104.5333
3068,38.75,-104.3
94015,38.678333,-104.7565
94035,40.451817,-105.01133899999999
94062,40.45182722,-105.0113356
93019,37.4333,-105.5167
3009,39.5397,-107.3233
23066,39.122417,-108.52675
23032,39.0667,-108.5667
93031,39.0667,-108.5667
24051,40.437416999999996,-104.633222
93007,38.534333000000004,-106.93175
94025,40.481194,-107.21766699999999
94076,40.05367972,-106.3689467
23067,38.05,-103.50975
3063,37.8639,-103.8225
3042,37.5,-105.1667
3013,38.0697,-102.68849399999999
93020,39.2333,-104.8
93009,39.219471999999996,-106.31641699999999
93010,39.274778000000005,-103.66586099999999
93010,39.18333333,-103.7
94050,40.048806,-107.88591699999999
94050,41.1815,-89.14669444
3041,38.4833,-106.3167
93059,37.5333,-106.05
93011,37.5667,-106.2
93013,38.509806,-107.89425
3060,38.5439,-107.6928
3040,39.2167,-104.6333
93021,39.0833,-104.7833
94042,40.05,-105.5833
94074,40.8067,-104.7553
3007,38.0206,-107.6686
23028,38.3167,-104.35
93058,38.289944,-104.498028
93022,38.3,-104.6
23069,39.5333,-107.8
3016,39.526610999999995,-107.728
3069,38.09933333,-106.17452779999999
3079,38.0989,-106.1708
93071,39.7333,-105.1667
93070,39.75,-105.1667
3028,37.4,-102.6167
94033,40.51625,-106.86630600000001
94083,40.6167,-103.2667
94044,40.1333,-105.2333
3006,38.8183,-106.6086
3011,37.953806,-107.90875
23070,37.259225,-104.340861
3008,37.3842,-107.5822
93023,37.6167,-104.7833
93024,37.7833,-104.0833
3039,37.45139,-106.80028
94702,41.163472,-73.12616700000001
64766,41.2133,-72.37
54734,41.371528000000005,-73.48219399999999
54729,41.3667,-73.4833
14707,41.330056,-72.045139
94760,41.7667,-72.6833
14752,41.736722,-72.64944399999999
54788,41.508708,-72.829489
4744,41.55,-72.55
14758,41.26375,-72.8868
64770,41.3033,-71.975
4723,41.95,-72.3
94780,41.05,-73.5333
14718,41.1667,-73.1333
54767,41.744028,-72.180222
14740,41.939139000000004,-72.683361
14721,41.9333,-72.6833
13743,38.851444,-77.037722
13710,38.845,-77.0144444
93704,38.8,-75.1
64704,38.45,-74.58
13707,39.129539,-75.465961
13764,38.687639000000004,-75.359306
93716,38.72,-75.13
13781,39.678722,-75.606639
